date,campaign_name,channel,impressions,clicks,cost,conversions,revenue
2026-05-08,Google Search - Brand,Google Search,32317,2487,2846.77,125,6779.28
2026-05-08,Google Search - NonBrand,Google Search,84562,1698,4097.21,31,5358.83
2026-05-08,Google - Performance Max,Performance Max,160567,2468,3683.04,52,6657.23
2026-05-08,YouTube - Brand Awareness,YouTube,360004,1078,783.57,1,311.9
2026-05-08,YouTube - Prospecting,YouTube,137344,835,951.4,3,688.44
2026-05-08,Meta Ads - Prospecting,Meta,89209,1108,2026.14,29,3325.53
2026-05-08,Meta Ads - Retargeting,Meta,21580,551,546.58,34,1708.47
2026-05-08,Meta - Lookalike 1%,Meta,68214,711,1355.65,12,1528.63
2026-05-08,Bing Search - Brand,Bing,8621,537,487.12,19,1012.71
2026-05-08,Bing Search - NonBrand,Bing,19565,284,558.18,4,520.98
2026-05-08,Google Search - Competitors,Google Search,28317,326,1455.11,2,712.64
2026-05-08,Meta Ads - Video Stories,Meta,58659,804,1155.42,11,1153.57
2026-05-09,Google Search - Brand,Google Search,21941,2113,7133.53,105,17749.21
2026-05-09,Google Search - NonBrand,Google Search,53224,1106,2707.38,23,3183.92
2026-05-09,Google - Performance Max,Performance Max,104599,1547,2527.82,34,4849.17
2026-05-09,YouTube - Brand Awareness,YouTube,292422,914,745.52,0,296.74
2026-05-09,YouTube - Prospecting,YouTube,84275,482,505.01,2,375.43
2026-05-09,Meta Ads - Prospecting,Meta,64947,808,1514.47,20,2572.17
2026-05-09,Meta Ads - Retargeting,Meta,14906,363,375.66,23,1265.49
2026-05-09,Meta - Lookalike 1%,Meta,40623,403,811.27,7,1046.68
2026-05-09,Bing Search - Brand,Bing,5480,317,292.52,13,630.31
2026-05-09,Bing Search - NonBrand,Bing,13964,205,399.95,2,375.45
2026-05-09,Google Search - Competitors,Google Search,21112,263,1281.45,2,673.75
2026-05-09,Meta Ads - Video Stories,Meta,41010,539,714.08,8,817.81
2026-05-10,Google Search - Brand,Google Search,22130,1753,2270.65,94,5155.21
2026-05-10,Google Search - NonBrand,Google Search,54714,1094,2771.98,20,3924.73
2026-05-10,Google - Performance Max,Performance Max,115973,1763,2533.56,35,4547.92
2026-05-10,YouTube - Brand Awareness,YouTube,248825,709,587.15,0,224.39
2026-05-10,YouTube - Prospecting,YouTube,91422,560,612.98,2,508.59
2026-05-10,Meta Ads - Prospecting,Meta,60968,740,1245.18,16,2177.3
2026-05-10,Meta Ads - Retargeting,Meta,15535,407,405.02,22,1213.83
2026-05-10,Meta - Lookalike 1%,Meta,45588,462,920.99,7,1075.99
2026-05-10,Bing Search - Brand,Bing,5789,348,325.92,12,750.86
2026-05-10,Bing Search - NonBrand,Bing,12352,194,327.99,3,329.99
2026-05-10,Google Search - Competitors,Google Search,20112,244,1152.04,2,569.71
2026-05-10,Meta Ads - Video Stories,Meta,34526,448,619.58,6,644.24
2026-05-11,Google Search - Brand,Google Search,30645,2331,2522.49,124,6356.27
2026-05-11,Google Search - NonBrand,Google Search,73273,1435,3772.85,28,4929.82
2026-05-11,Google - Performance Max,Performance Max,159858,2353,3452.24,54,5663.57
2026-05-11,YouTube - Brand Awareness,YouTube,366088,1149,988.16,1,380.17
2026-05-11,YouTube - Prospecting,YouTube,120496,725,799.58,3,625.1
2026-05-11,Meta Ads - Prospecting,Meta,96858,1204,2010.49,32,3173.11
2026-05-11,Meta Ads - Retargeting,Meta,25671,616,620.52,39,1824.52
2026-05-11,Meta - Lookalike 1%,Meta,65089,666,1402.06,10,1542.9
2026-05-11,Bing Search - Brand,Bing,8220,486,440.17,20,911.2
2026-05-11,Bing Search - NonBrand,Bing,17846,275,518.0,4,561.65
2026-05-11,Google Search - Competitors,Google Search,29436,367,1811.39,2,951.63
2026-05-11,Meta Ads - Video Stories,Meta,54044,669,970.48,11,1137.64
2026-05-12,Google Search - Brand,Google Search,33155,2694,3274.44,132,7980.02
2026-05-12,Google Search - NonBrand,Google Search,88475,1691,4323.87,34,5682.93
2026-05-12,Google - Performance Max,Performance Max,173701,2699,4424.4,61,7753.17
2026-05-12,YouTube - Brand Awareness,YouTube,387729,1118,862.32,1,331.19
2026-05-12,YouTube - Prospecting,YouTube,139192,830,864.59,4,728.74
2026-05-12,Meta Ads - Prospecting,Meta,87899,1019,1903.71,23,2822.39
2026-05-12,Meta Ads - Retargeting,Meta,23528,608,558.0,39,1747.02
2026-05-12,Meta - Lookalike 1%,Meta,60690,595,1177.47,10,1290.96
2026-05-12,Bing Search - Brand,Bing,8811,504,476.76,19,962.93
2026-05-12,Bing Search - NonBrand,Bing,18448,274,522.09,3,544.23
2026-05-12,Google Search - Competitors,Google Search,28963,343,1439.68,3,768.25
2026-05-12,Meta Ads - Video Stories,Meta,58449,773,1162.74,11,1312.26
2026-05-13,Google Search - Brand,Google Search,31705,2635,2946.46,144,7344.31
2026-05-13,Google Search - NonBrand,Google Search,73837,1471,4022.3,30,4878.94
2026-05-13,Google - Performance Max,Performance Max,173106,2616,3702.86,57,6852.97
2026-05-13,YouTube - Brand Awareness,YouTube,378140,1171,1025.88,1,377.22
2026-05-13,YouTube - Prospecting,YouTube,117836,712,844.01,3,632.34
2026-05-13,Meta Ads - Prospecting,Meta,100636,1178,1993.31,28,3449.98
2026-05-13,Meta Ads - Retargeting,Meta,22510,581,594.47,37,2041.51
2026-05-13,Meta - Lookalike 1%,Meta,65911,646,1348.95,11,1636.02
2026-05-13,Bing Search - Brand,Bing,8019,499,482.13,21,1087.88
2026-05-13,Bing Search - NonBrand,Bing,20960,321,539.28,4,556.07
2026-05-13,Google Search - Competitors,Google Search,29297,365,1584.06,2,843.41
2026-05-13,Meta Ads - Video Stories,Meta,53247,670,889.47,9,1060.47
2026-05-14,Google Search - Brand,Google Search,35174,2720,3102.86,146,7661.44
2026-05-14,Google Search - NonBrand,Google Search,76108,1594,4073.29,31,5611.3
2026-05-14,Google - Performance Max,Performance Max,167415,2405,3636.1,52,6203.58
2026-05-14,YouTube - Brand Awareness,YouTube,440639,1296,1057.88,1,381.0
2026-05-14,YouTube - Prospecting,YouTube,139963,873,1003.38,4,769.22
2026-05-14,Meta Ads - Prospecting,Meta,101191,1180,2067.51,27,3136.41
2026-05-14,Meta Ads - Retargeting,Meta,24875,645,626.82,38,1988.67
2026-05-14,Meta - Lookalike 1%,Meta,59451,598,1265.25,10,1383.62
2026-05-14,Bing Search - Brand,Bing,7448,448,422.73,18,857.26
2026-05-14,Bing Search - NonBrand,Bing,21452,316,616.13,4,668.59
2026-05-14,Google Search - Competitors,Google Search,28052,335,1498.5,2,790.99
2026-05-14,Meta Ads - Video Stories,Meta,60565,803,1205.06,13,1333.47
2026-05-15,Google Search - Brand,Google Search,32420,2693,2990.31,131,6884.45
2026-05-15,Google Search - NonBrand,Google Search,81502,1622,4303.31,35,6129.92
2026-05-15,Google - Performance Max,Performance Max,163584,2350,3489.14,50,6594.15
2026-05-15,YouTube - Brand Awareness,YouTube,414897,1199,913.32,1,397.44
2026-05-15,YouTube - Prospecting,YouTube,118772,682,718.69,3,575.48
2026-05-15,Meta Ads - Prospecting,Meta,88694,1101,1812.29,26,2675.4
2026-05-15,Meta Ads - Retargeting,Meta,27047,669,603.26,42,1977.04
2026-05-15,Meta - Lookalike 1%,Meta,70338,735,1494.5,13,1639.12
2026-05-15,Bing Search - Brand,Bing,8219,513,466.76,19,1090.39
2026-05-15,Bing Search - NonBrand,Bing,19562,287,531.95,4,572.21
2026-05-15,Google Search - Competitors,Google Search,32465,386,1720.6,3,844.48
2026-05-15,Meta Ads - Video Stories,Meta,60236,756,1119.98,12,1213.51
2026-05-16,Google Search - Brand,Google Search,19819,1533,1811.86,80,4943.54
2026-05-16,Google Search - NonBrand,Google Search,55210,1077,2526.65,19,3299.59
2026-05-16,Google - Performance Max,Performance Max,98898,1476,2139.39,34,4171.3
2026-05-16,YouTube - Brand Awareness,YouTube,253606,734,645.89,0,259.9
2026-05-16,YouTube - Prospecting,YouTube,84758,501,535.95,2,413.04
2026-05-16,Meta Ads - Prospecting,Meta,70641,846,1371.81,20,1998.93
2026-05-16,Meta Ads - Retargeting,Meta,16893,436,468.16,27,1363.0
2026-05-16,Meta - Lookalike 1%,Meta,40262,411,861.49,7,1015.52
2026-05-16,Bing Search - Brand,Bing,5023,295,267.96,11,628.35
2026-05-16,Bing Search - NonBrand,Bing,12126,184,311.56,2,328.68
2026-05-16,Google Search - Competitors,Google Search,20564,246,1043.34,1,477.75
2026-05-16,Meta Ads - Video Stories,Meta,41287,509,665.85,7,708.82
2026-05-17,Google Search - Brand,Google Search,22892,1898,2108.67,100,5792.67
2026-05-17,Google Search - NonBrand,Google Search,59141,1134,2792.67,20,3449.88
2026-05-17,Google - Performance Max,Performance Max,106961,1559,2370.14,35,4109.29
2026-05-17,YouTube - Brand Awareness,YouTube,263267,754,611.89,0,229.01
2026-05-17,YouTube - Prospecting,YouTube,90694,546,541.29,2,443.69
2026-05-17,Meta Ads - Prospecting,Meta,64247,773,1304.5,18,2125.95
2026-05-17,Meta Ads - Retargeting,Meta,15272,395,381.77,23,1302.2
2026-05-17,Meta - Lookalike 1%,Meta,47411,493,887.76,8,1123.28
2026-05-17,Bing Search - Brand,Bing,5417,326,289.41,12,574.25
2026-05-17,Bing Search - NonBrand,Bing,14123,209,361.82,3,370.38
2026-05-17,Google Search - Competitors,Google Search,21634,255,1116.12,1,544.02
2026-05-17,Meta Ads - Video Stories,Meta,37156,460,688.64,6,709.41
2026-05-18,Google Search - Brand,Google Search,33992,2810,3635.62,131,8892.43
2026-05-18,Google Search - NonBrand,Google Search,80075,1522,3796.65,30,5044.54
2026-05-18,Google - Performance Max,Performance Max,182151,2788,3899.2,63,7372.39
2026-05-18,YouTube - Brand Awareness,YouTube,409343,1196,1002.07,1,394.81
2026-05-18,YouTube - Prospecting,YouTube,144498,874,969.17,4,798.52
2026-05-18,Meta Ads - Prospecting,Meta,102967,1235,2175.78,29,3244.76
2026-05-18,Meta Ads - Retargeting,Meta,24398,585,611.44,35,2059.17
2026-05-18,Meta - Lookalike 1%,Meta,60210,591,1165.31,9,1264.25
2026-05-18,Bing Search - Brand,Bing,7789,458,376.16,18,809.45
2026-05-18,Bing Search - NonBrand,Bing,18124,281,463.41,4,505.14
2026-05-18,Google Search - Competitors,Google Search,29253,363,1576.84,2,859.75
2026-05-18,Meta Ads - Video Stories,Meta,58659,751,1042.58,12,1082.72
2026-05-19,Google Search - Brand,Google Search,31764,2603,3044.89,125,6888.87
2026-05-19,Google Search - NonBrand,Google Search,79167,1561,3725.28,33,4855.88
2026-05-19,Google - Performance Max,Performance Max,180192,2793,4104.82,55,7240.33
2026-05-19,YouTube - Brand Awareness,YouTube,386498,1197,905.15,1,382.67
2026-05-19,YouTube - Prospecting,YouTube,135298,789,869.38,3,688.96
2026-05-19,Meta Ads - Prospecting,Meta,93030,1120,1841.56,27,3145.97
2026-05-19,Meta Ads - Retargeting,Meta,26521,674,658.07,41,2153.88
2026-05-19,Meta - Lookalike 1%,Meta,65205,652,1368.15,11,1586.55
2026-05-19,Bing Search - Brand,Bing,8425,506,480.99,18,1055.98
2026-05-19,Bing Search - NonBrand,Bing,21515,325,602.25,4,634.94
2026-05-19,Google Search - Competitors,Google Search,30367,367,1779.87,2,832.97
2026-05-19,Meta Ads - Video Stories,Meta,63953,781,1018.42,11,1141.77
2026-05-20,Google Search - Brand,Google Search,34279,2862,3773.86,150,9870.06
2026-05-20,Google Search - NonBrand,Google Search,81929,1652,3858.12,32,4941.05
2026-05-20,Google - Performance Max,Performance Max,158255,2395,3686.68,53,6091.7
2026-05-20,YouTube - Brand Awareness,YouTube,409588,1214,1022.22,1,438.26
2026-05-20,YouTube - Prospecting,YouTube,123123,770,836.01,4,660.74
2026-05-20,Meta Ads - Prospecting,Meta,100947,1161,2136.45,31,3479.93
2026-05-20,Meta Ads - Retargeting,Meta,25337,662,671.14,40,1970.51
2026-05-20,Meta - Lookalike 1%,Meta,73035,732,1506.61,12,1706.13
2026-05-20,Bing Search - Brand,Bing,7930,473,400.81,17,943.78
2026-05-20,Bing Search - NonBrand,Bing,21400,316,555.38,4,596.15
2026-05-20,Google Search - Competitors,Google Search,31175,366,1540.53,2,700.23
2026-05-20,Meta Ads - Video Stories,Meta,60090,725,1108.2,11,1321.12
2026-05-21,Google Search - Brand,Google Search,36119,2915,3790.05,132,9624.94
2026-05-21,Google Search - NonBrand,Google Search,87419,1727,3944.7,32,4674.23
2026-05-21,Google - Performance Max,Performance Max,167319,2557,4067.28,61,7834.63
2026-05-21,YouTube - Brand Awareness,YouTube,430190,1297,1023.58,1,395.55
2026-05-21,YouTube - Prospecting,YouTube,129002,780,928.54,3,754.93
2026-05-21,Meta Ads - Prospecting,Meta,95457,1132,1964.34,27,2849.75
2026-05-21,Meta Ads - Retargeting,Meta,25838,666,685.78,38,2070.65
2026-05-21,Meta - Lookalike 1%,Meta,61980,594,1114.25,11,1230.73
2026-05-21,Bing Search - Brand,Bing,8590,526,492.24,20,1173.63
2026-05-21,Bing Search - NonBrand,Bing,21390,318,616.75,4,620.88
2026-05-21,Google Search - Competitors,Google Search,28540,357,1762.65,2,829.53
2026-05-21,Meta Ads - Video Stories,Meta,64030,768,983.73,11,1067.56
2026-05-22,Google Search - Brand,Google Search,34894,2795,3109.52,150,7054.68
2026-05-22,Google Search - NonBrand,Google Search,91433,1856,4607.24,37,5839.87
2026-05-22,Google - Performance Max,Performance Max,157047,2360,3383.42,55,5719.45
2026-05-22,YouTube - Brand Awareness,YouTube,382594,1154,920.7,1,384.67
2026-05-22,YouTube - Prospecting,YouTube,141321,836,860.98,3,678.42
2026-05-22,Meta Ads - Prospecting,Meta,104652,1249,2169.87,30,3598.4
2026-05-22,Meta Ads - Retargeting,Meta,26335,645,616.29,40,1791.17
2026-05-22,Meta - Lookalike 1%,Meta,60819,610,1312.63,12,1635.12
2026-05-22,Bing Search - Brand,Bing,8411,505,428.19,18,906.45
2026-05-22,Bing Search - NonBrand,Bing,20741,302,492.91,4,499.82
2026-05-22,Google Search - Competitors,Google Search,31713,397,1866.42,2,887.9
2026-05-22,Meta Ads - Video Stories,Meta,55525,689,1004.05,10,1135.89
2026-05-23,Google Search - Brand,Google Search,22928,1870,2419.02,99,6312.0
2026-05-23,Google Search - NonBrand,Google Search,57129,1164,2628.35,22,3324.9
2026-05-23,Google - Performance Max,Performance Max,118511,1735,2455.09,41,4569.13
2026-05-23,YouTube - Brand Awareness,YouTube,260418,804,686.91,0,258.46
2026-05-23,YouTube - Prospecting,YouTube,86145,537,601.87,2,443.01
2026-05-23,Meta Ads - Prospecting,Meta,68367,787,1328.56,18,1946.74
2026-05-23,Meta Ads - Retargeting,Meta,18237,468,494.32,28,1429.42
2026-05-23,Meta - Lookalike 1%,Meta,40692,411,870.75,7,1010.46
2026-05-23,Bing Search - Brand,Bing,5718,328,284.13,13,571.26
2026-05-23,Bing Search - NonBrand,Bing,14339,216,420.52,3,399.93
2026-05-23,Google Search - Competitors,Google Search,19293,238,1122.68,1,583.38
2026-05-23,Meta Ads - Video Stories,Meta,41169,496,732.81,8,834.73
2026-05-24,Google Search - Brand,Google Search,22366,1843,2029.47,97,4570.62
2026-05-24,Google Search - NonBrand,Google Search,52628,1041,2630.09,20,3621.36
2026-05-24,Google - Performance Max,Performance Max,124639,1836,2493.69,38,4581.63
2026-05-24,YouTube - Brand Awareness,YouTube,263383,812,623.05,0,261.04
2026-05-24,YouTube - Prospecting,YouTube,84359,489,509.04,2,386.08
2026-05-24,Meta Ads - Prospecting,Meta,62390,740,1232.84,19,1917.1
2026-05-24,Meta Ads - Retargeting,Meta,16959,434,433.27,27,1459.51
2026-05-24,Meta - Lookalike 1%,Meta,49503,516,1061.41,9,1180.76
2026-05-24,Bing Search - Brand,Bing,5840,337,318.18,13,706.99
2026-05-24,Bing Search - NonBrand,Bing,12441,186,329.62,2,327.51
2026-05-24,Google Search - Competitors,Google Search,18599,214,890.28,1,483.18
2026-05-24,Meta Ads - Video Stories,Meta,41828,494,692.66,6,837.8
2026-05-25,Google Search - Brand,Google Search,35115,2672,3077.17,122,7171.42
2026-05-25,Google Search - NonBrand,Google Search,92327,1815,4499.44,37,5791.26
2026-05-25,Google - Performance Max,Performance Max,186987,2794,4300.76,55,7229.96
2026-05-25,YouTube - Brand Awareness,YouTube,431723,1309,1119.4,1,478.11
2026-05-25,YouTube - Prospecting,YouTube,140861,812,812.07,3,611.37
2026-05-25,Meta Ads - Prospecting,Meta,106528,1341,2243.15,33,3655.73
2026-05-25,Meta Ads - Retargeting,Meta,24419,627,654.06,35,2222.96
2026-05-25,Meta - Lookalike 1%,Meta,67560,656,1231.86,11,1390.77
2026-05-25,Bing Search - Brand,Bing,9099,536,499.21,22,1160.8
2026-05-25,Bing Search - NonBrand,Bing,21316,313,566.29,5,612.06
2026-05-25,Google Search - Competitors,Google Search,29709,371,1720.45,3,824.16
2026-05-25,Meta Ads - Video Stories,Meta,62937,751,1023.11,11,1172.78
2026-05-26,Google Search - Brand,Google Search,36151,2851,3359.74,143,8773.23
2026-05-26,Google Search - NonBrand,Google Search,92558,1800,4252.45,33,6023.16
2026-05-26,Google - Performance Max,Performance Max,181077,2673,4308.5,55,7456.97
2026-05-26,YouTube - Brand Awareness,YouTube,458160,1314,1091.59,1,393.43
2026-05-26,YouTube - Prospecting,YouTube,148765,860,962.58,4,713.12
2026-05-26,Meta Ads - Prospecting,Meta,97226,1150,2261.71,27,3753.25
2026-05-26,Meta Ads - Retargeting,Meta,25568,623,573.09,37,1900.29
2026-05-26,Meta - Lookalike 1%,Meta,71545,696,1329.95,12,1705.75
2026-05-26,Bing Search - Brand,Bing,8761,534,483.1,21,978.86
2026-05-26,Bing Search - NonBrand,Bing,21089,322,521.71,4,480.13
2026-05-26,Google Search - Competitors,Google Search,32656,381,1813.16,3,979.79
2026-05-26,Meta Ads - Video Stories,Meta,65146,781,1003.04,10,1061.93
2026-05-27,Google Search - Brand,Google Search,33563,2732,3447.29,126,9134.54
2026-05-27,Google Search - NonBrand,Google Search,81336,1621,3687.72,35,4586.25
2026-05-27,Google - Performance Max,Performance Max,172383,2677,4114.16,60,7210.02
2026-05-27,YouTube - Brand Awareness,YouTube,399379,1188,998.78,1,436.72
2026-05-27,YouTube - Prospecting,YouTube,128731,801,896.23,4,671.5
2026-05-27,Meta Ads - Prospecting,Meta,94003,1073,2022.28,25,3269.34
2026-05-27,Meta Ads - Retargeting,Meta,26019,619,581.11,36,1977.23
2026-05-27,Meta - Lookalike 1%,Meta,75165,729,1409.2,13,1776.4
2026-05-27,Bing Search - Brand,Bing,9378,558,468.09,20,1052.19
2026-05-27,Bing Search - NonBrand,Bing,20362,297,524.15,4,527.59
2026-05-27,Google Search - Competitors,Google Search,32577,404,1812.28,3,939.1
2026-05-27,Meta Ads - Video Stories,Meta,62632,719,991.25,10,1112.13
2026-05-28,Google Search - Brand,Google Search,34063,2811,3331.44,132,8866.03
2026-05-28,Google Search - NonBrand,Google Search,92562,1911,4906.64,41,6549.64
2026-05-28,Google - Performance Max,Performance Max,175060,2612,3808.8,54,7442.42
2026-05-28,YouTube - Brand Awareness,YouTube,409557,1273,938.8,1,386.89
2026-05-28,YouTube - Prospecting,YouTube,133446,776,851.17,3,732.98
2026-05-28,Meta Ads - Prospecting,Meta,100136,1235,2396.45,30,3537.17
2026-05-28,Meta Ads - Retargeting,Meta,26589,686,652.38,38,1996.74
2026-05-28,Meta - Lookalike 1%,Meta,67432,680,1300.94,12,1429.53
2026-05-28,Bing Search - Brand,Bing,9153,568,539.73,21,1285.17
2026-05-28,Bing Search - NonBrand,Bing,21280,304,522.46,4,471.53
2026-05-28,Google Search - Competitors,Google Search,29681,355,1756.28,3,921.79
2026-05-28,Meta Ads - Video Stories,Meta,62658,722,1073.21,10,1227.59
2026-05-29,Google Search - Brand,Google Search,32337,2493,3201.78,124,7748.03
2026-05-29,Google Search - NonBrand,Google Search,80132,1576,4308.18,34,5733.97
2026-05-29,Google - Performance Max,Performance Max,157199,2427,3393.75,53,6639.54
2026-05-29,YouTube - Brand Awareness,YouTube,463253,1428,1037.42,1,379.29
2026-05-29,YouTube - Prospecting,YouTube,140788,806,885.23,4,645.65
2026-05-29,Meta Ads - Prospecting,Meta,95085,1101,2058.44,26,3073.38
2026-05-29,Meta Ads - Retargeting,Meta,26943,703,2812.0,42,8592.1
2026-05-29,Meta - Lookalike 1%,Meta,74909,774,1559.52,13,1806.86
2026-05-29,Bing Search - Brand,Bing,8989,521,437.7,18,975.75
2026-05-29,Bing Search - NonBrand,Bing,19435,297,517.96,4,538.49
2026-05-29,Google Search - Competitors,Google Search,33246,396,1865.41,2,920.98
2026-05-29,Meta Ads - Video Stories,Meta,60512,695,939.93,9,936.1
2026-05-30,Google Search - Brand,Google Search,24949,2065,2411.23,97,6031.29
2026-05-30,Google Search - NonBrand,Google Search,58127,1135,2571.88,22,3408.25
2026-05-30,Google - Performance Max,Performance Max,121022,1758,2863.57,39,4837.42
2026-05-30,YouTube - Brand Awareness,YouTube,302209,890,741.31,0,284.9
2026-05-30,YouTube - Prospecting,YouTube,96952,574,607.9,3,530.49
2026-05-30,Meta Ads - Prospecting,Meta,65518,754,1274.38,18,2221.48
2026-05-30,Meta Ads - Retargeting,Meta,17329,444,447.62,24,1413.58
2026-05-30,Meta - Lookalike 1%,Meta,48789,508,958.72,8,1132.43
2026-05-30,Bing Search - Brand,Bing,5530,330,276.08,13,582.21
2026-05-30,Bing Search - NonBrand,Bing,12795,185,316.42,2,339.45
2026-05-30,Google Search - Competitors,Google Search,20418,256,1097.9,1,555.73
2026-05-30,Meta Ads - Video Stories,Meta,40479,444,654.17,6,686.36
2026-05-31,Google Search - Brand,Google Search,22202,1853,2439.21,91,5955.53
2026-05-31,Google Search - NonBrand,Google Search,61820,1191,2866.09,22,3973.53
2026-05-31,Google - Performance Max,Performance Max,119957,1886,3067.53,38,5199.22
2026-05-31,YouTube - Brand Awareness,YouTube,279372,876,708.75,0,300.63
2026-05-31,YouTube - Prospecting,YouTube,98412,592,609.38,2,485.45
2026-05-31,Meta Ads - Prospecting,Meta,64187,753,1270.17,17,2092.19
2026-05-31,Meta Ads - Retargeting,Meta,17937,457,494.22,28,1462.83
2026-05-31,Meta - Lookalike 1%,Meta,49026,507,1040.93,8,1166.65
2026-05-31,Bing Search - Brand,Bing,6009,345,319.86,13,726.4
2026-05-31,Bing Search - NonBrand,Bing,14552,209,409.23,2,381.1
2026-05-31,Google Search - Competitors,Google Search,22925,274,1354.47,2,741.61
2026-05-31,Meta Ads - Video Stories,Meta,36684,435,615.71,6,670.76
2026-06-01,Google Search - Brand,Google Search,38057,3028,3410.55,157,8338.66
2026-06-01,Google Search - NonBrand,Google Search,84799,1707,4350.26,36,5739.22
2026-06-01,Google - Performance Max,Performance Max,183992,2681,3810.77,61,6922.17
2026-06-01,YouTube - Brand Awareness,YouTube,398278,1184,983.59,1,386.08
2026-06-01,YouTube - Prospecting,YouTube,134988,771,801.06,3,694.19
2026-06-01,Meta Ads - Prospecting,Meta,102549,1202,2329.44,32,3816.59
2026-06-01,Meta Ads - Retargeting,Meta,25155,600,566.15,39,1759.98
2026-06-01,Meta - Lookalike 1%,Meta,72700,733,1498.13,13,1782.54
2026-06-01,Bing Search - Brand,Bing,8101,483,406.59,17,895.09
2026-06-01,Bing Search - NonBrand,Bing,23043,330,540.27,4,542.07
2026-06-01,Google Search - Competitors,Google Search,31954,374,1635.06,3,770.02
2026-06-01,Meta Ads - Video Stories,Meta,59992,694,1031.44,9,1169.27
2026-06-02,Google Search - Brand,Google Search,31845,2579,3160.9,120,8193.86
2026-06-02,Google Search - NonBrand,Google Search,81106,1667,3862.47,33,4634.76
2026-06-02,Google - Performance Max,Performance Max,181060,2762,4247.52,63,7132.23
2026-06-02,YouTube - Brand Awareness,YouTube,475257,1490,1310.84,1,547.21
2026-06-02,YouTube - Prospecting,YouTube,146579,853,941.07,4,695.95
2026-06-02,Meta Ads - Prospecting,Meta,97087,1148,2115.44,30,3653.75
2026-06-02,Meta Ads - Retargeting,Meta,25230,661,629.94,41,1878.42
2026-06-02,Meta - Lookalike 1%,Meta,69800,688,1474.76,12,1763.54
2026-06-02,Bing Search - Brand,Bing,9117,522,501.22,21,1080.3
2026-06-02,Bing Search - NonBrand,Bing,22392,336,589.07,4,547.05
2026-06-02,Google Search - Competitors,Google Search,30738,364,1662.33,2,756.03
2026-06-02,Meta Ads - Video Stories,Meta,65050,767,1065.03,12,1061.77
2026-06-03,Google Search - Brand,Google Search,35548,2830,3471.51,133,9195.06
2026-06-03,Google Search - NonBrand,Google Search,95671,1853,4353.68,37,6013.0
2026-06-03,Google - Performance Max,Performance Max,163665,2576,3903.89,61,7536.08
2026-06-03,YouTube - Brand Awareness,YouTube,418685,1216,1037.38,1,383.39
2026-06-03,YouTube - Prospecting,YouTube,131047,754,769.69,3,651.24
2026-06-03,Meta Ads - Prospecting,Meta,103970,1197,2342.35,28,3587.02
2026-06-03,Meta Ads - Retargeting,Meta,28662,741,801.42,40,2699.64
2026-06-03,Meta - Lookalike 1%,Meta,64155,636,1330.05,10,1711.22
2026-06-03,Bing Search - Brand,Bing,9225,536,515.69,19,1144.01
2026-06-03,Bing Search - NonBrand,Bing,22346,340,625.48,5,581.44
2026-06-03,Google Search - Competitors,Google Search,32314,372,1759.9,2,844.31
2026-06-03,Meta Ads - Video Stories,Meta,66274,772,1047.48,10,1215.95
2026-06-04,Google Search - Brand,Google Search,33087,2773,3378.05,132,8311.87
2026-06-04,Google Search - NonBrand,Google Search,94313,1962,4943.1,41,6432.86
2026-06-04,Google - Performance Max,Performance Max,165217,2404,3677.42,48,6828.43
2026-06-04,YouTube - Brand Awareness,YouTube,416581,1220,1005.23,1,418.54
2026-06-04,YouTube - Prospecting,YouTube,129106,787,806.61,3,690.87
2026-06-04,Meta Ads - Prospecting,Meta,101929,1178,2021.5,31,3005.9
2026-06-04,Meta Ads - Retargeting,Meta,28675,709,768.45,46,2369.61
2026-06-04,Meta - Lookalike 1%,Meta,76229,749,1603.45,13,2019.93
2026-06-04,Bing Search - Brand,Bing,9677,551,526.05,21,1065.52
2026-06-04,Bing Search - NonBrand,Bing,20034,298,544.42,4,506.24
2026-06-04,Google Search - Competitors,Google Search,32485,393,1804.51,2,888.15
2026-06-04,Meta Ads - Video Stories,Meta,66540,774,1138.98,12,1204.88
2026-06-05,Google Search - Brand,Google Search,32286,2666,3201.51,134,8032.05
2026-06-05,Google Search - NonBrand,Google Search,84848,1621,3855.1,29,4797.2
2026-06-05,Google - Performance Max,Performance Max,160525,2425,3892.92,54,7259.64
2026-06-05,YouTube - Brand Awareness,YouTube,463539,1408,1143.18,1,432.79
2026-06-05,YouTube - Prospecting,YouTube,133003,825,871.91,4,767.02
2026-06-05,Meta Ads - Prospecting,Meta,104111,1192,2044.32,32,3067.69
2026-06-05,Meta Ads - Retargeting,Meta,28828,754,772.59,47,2551.7
2026-06-05,Meta - Lookalike 1%,Meta,69687,712,1476.94,11,1751.2
2026-06-05,Bing Search - Brand,Bing,8844,508,444.45,21,1062.89
2026-06-05,Bing Search - NonBrand,Bing,19913,309,535.03,4,508.3
2026-06-05,Google Search - Competitors,Google Search,30595,367,1614.86,2,735.24
2026-06-05,Meta Ads - Video Stories,Meta,64136,719,986.7,10,1151.02
2026-06-06,Google Search - Brand,Google Search,22836,1741,2157.6,90,5186.62
2026-06-06,Google Search - NonBrand,Google Search,60111,1144,3059.3,24,4187.15
2026-06-06,Google - Performance Max,Performance Max,115094,1777,2551.78,37,4662.35
2026-06-06,YouTube - Brand Awareness,YouTube,283228,821,695.76,0,281.01
2026-06-06,YouTube - Prospecting,YouTube,101703,636,690.27,3,559.91
