date,campaign_name,channel,impressions,clicks,cost,conversions,revenue,search_query,keyword,match_type,installs,impression_share,lost_is_budget,lost_is_rank,avg_position,top_impression_share,absolute_top_impression_share,device,country,campaign_budget,monthly_budget,target_cpa,target_roas,target_cpi,conversion_value,estimated_ltv,margin
2026-03-09,Google Search - Competitors,Google Search,855,57,147.57,3,117.65,,,,3,0.868,0.194,0.19,3.0,0.955,0.608,Tablet,Canada,100.0,3040.0,50.0,0.8,20.0,40.0,100.0,0.2
2026-03-09,Google Search - Competitors,Google Search,96,6,35.96,0,0.0,semrush forecasting tool alternative,semrush,phrase,0,0.868,0.194,0.19,2.88,0.955,0.608,Tablet,United States,100.0,3040.0,50.0,0.8,20.0,40.0,100.0,0.2
2026-03-09,Google Search - Competitors,Google Search,121,5,46.68,0,0.0,ahrefs traffic forecaster,ahrefs,broad,0,0.868,0.194,0.19,2.5,0.955,0.608,Desktop,Germany,100.0,3040.0,50.0,0.8,20.0,40.0,100.0,0.2
2026-03-09,Google Search - Competitors,Google Search,98,6,23.2,0,0.0,spyfu competitor ads budget planner,competitor template,broad,0,0.868,0.194,0.19,3.32,0.955,0.608,Mobile,Germany,100.0,3040.0,50.0,0.8,20.0,40.0,100.0,0.2
2026-03-09,Meta Ads - Prospecting,Meta,5499,141,344.35,10,729.35,,,,10,0.761,0.126,0.114,3.33,0.837,0.533,Desktop,Germany,200.0,6080.0,35.0,1.8,12.0,80.0,200.0,0.4
2026-03-09,Meta Ads - Retargeting,Meta,2613,39,71.32,2,222.2,,,,2,0.4,0.55,0.05,3.12,0.44,0.28,Desktop,United States,50.0,1520.0,25.0,3.5,8.0,120.0,400.0,0.6
2026-03-09,YouTube - Brand Awareness,YouTube,2967,69,140.59,0,0.0,,,,0,0.657,0.108,0.18,1.2,0.723,0.46,Desktop,United Kingdom,150.0,4560.0,60.0,0.5,25.0,30.0,80.0,0.15
2026-03-09,YouTube - Brand Awareness,YouTube,376,25,23.04,0,0.0,free advertising tutorial youtube,marketing tutorial,broad,0,0.657,0.108,0.18,3.71,0.723,0.46,Tablet,United States,150.0,4560.0,60.0,0.5,25.0,30.0,80.0,0.15
2026-03-09,YouTube - Brand Awareness,YouTube,432,19,16.36,0,0.0,cheap keyword planner software download,keyword planner,broad,0,0.657,0.108,0.18,2.13,0.723,0.46,Desktop,Canada,150.0,4560.0,60.0,0.5,25.0,30.0,80.0,0.15
2026-03-09,YouTube - Brand Awareness,YouTube,297,23,32.22,0,0.0,marketing jobs salary definition,jobs,broad,0,0.657,0.108,0.18,2.29,0.723,0.46,Tablet,Canada,150.0,4560.0,60.0,0.5,25.0,30.0,80.0,0.15
2026-03-09,YouTube - Brand Awareness,YouTube,391,20,12.52,0,0.0,how to reset google ads password,support,broad,0,0.657,0.108,0.18,3.21,0.723,0.46,Mobile,United States,150.0,4560.0,60.0,0.5,25.0,30.0,80.0,0.15
2026-03-10,Google Search - Brand,Google Search,6468,84,215.82,8,821.26,,,,8,0.7,0.02,0.28,1.26,0.77,0.49,Mobile,United Kingdom,150.0,4560.0,30.0,2.5,10.0,100.0,300.0,0.5
2026-03-10,Google Search - Brand,Google Search,752,21,36.13,1,96.54,forecastiq,forecastiq,exact,1,0.7,0.02,0.28,1.74,0.77,0.49,Tablet,United Kingdom,150.0,4560.0,30.0,2.5,10.0,100.0,300.0,0.5
2026-03-10,Google Search - Brand,Google Search,767,15,22.08,1,109.56,forecastiq pricing,forecastiq,phrase,1,0.7,0.02,0.28,3.02,0.77,0.49,Mobile,United States,150.0,4560.0,30.0,2.5,10.0,100.0,300.0,0.5
2026-03-10,Google Search - Brand,Google Search,579,35,44.41,5,479.89,forecastiq software reviews,forecastiq,broad,5,0.7,0.02,0.28,3.12,0.77,0.49,Tablet,Canada,150.0,4560.0,30.0,2.5,10.0,100.0,300.0,0.5
2026-03-10,Google Search - Brand,Google Search,679,51,65.24,1,93.33,forecastiq login portal,forecastiq,phrase,1,0.7,0.02,0.28,2.0,0.77,0.49,Desktop,United Kingdom,150.0,4560.0,30.0,2.5,10.0,100.0,300.0,0.5
2026-03-10,Google Search - NonBrand,Google Search,2278,134,205.12,5,302.52,,,,5,0.571,0.21,0.155,1.81,0.628,0.399,Mobile,Germany,300.0,9120.0,40.0,1.5,15.0,60.0,150.0,0.35
2026-03-10,Google Search - NonBrand,Google Search,307,14,23.95,2,122.25,paid ads forecasting tool,forecasting tool,phrase,2,0.571,0.21,0.155,1.35,0.628,0.399,Tablet,Canada,300.0,9120.0,40.0,1.5,15.0,60.0,150.0,0.35
2026-03-10,Google Search - NonBrand,Google Search,296,18,18.85,3,172.85,marketing forecasting software,forecasting tool,exact,3,0.571,0.21,0.155,2.16,0.628,0.399,Tablet,United Kingdom,300.0,9120.0,40.0,1.5,15.0,60.0,150.0,0.35
2026-03-10,Google Search - NonBrand,Google Search,269,10,10.74,2,119.72,ppc budget optimization planner,budget optimization,broad,2,0.571,0.21,0.155,1.36,0.628,0.399,Desktop,Canada,300.0,9120.0,40.0,1.5,15.0,60.0,150.0,0.35
2026-03-10,Google Search - NonBrand,Google Search,236,4,18.57,0,0.0,ads forecasting template excel,forecasting tool,broad,0,0.571,0.21,0.155,3.45,0.628,0.399,Tablet,United Kingdom,300.0,9120.0,40.0,1.5,15.0,60.0,150.0,0.35
2026-03-10,Google Search - Competitors,Google Search,2993,41,86.4,1,41.13,,,,1,0.895,0.19,0.146,1.61,0.984,0.626,Desktop,Germany,100.0,3040.0,50.0,0.8,20.0,40.0,100.0,0.2
2026-03-10,Google Search - Competitors,Google Search,444,13,37.29,0,0.0,semrush forecasting tool alternative,semrush,phrase,0,0.895,0.19,0.146,2.28,0.984,0.626,Desktop,United States,100.0,3040.0,50.0,0.8,20.0,40.0,100.0,0.2
2026-03-10,Google Search - Competitors,Google Search,439,13,43.79,0,0.0,ahrefs traffic forecaster,ahrefs,broad,0,0.895,0.19,0.146,1.25,0.984,0.626,Mobile,Canada,100.0,3040.0,50.0,0.8,20.0,40.0,100.0,0.2
2026-03-10,Google Search - Competitors,Google Search,301,17,24.22,0,0.0,spyfu competitor ads budget planner,competitor template,broad,0,0.895,0.19,0.146,3.14,0.984,0.626,Desktop,United Kingdom,100.0,3040.0,50.0,0.8,20.0,40.0,100.0,0.2
2026-03-10,Meta Ads - Prospecting,Meta,2079,189,325.2,10,793.67,,,,10,0.833,0.226,0.095,2.18,0.916,0.583,Tablet,United States,200.0,6080.0,35.0,1.8,12.0,80.0,200.0,0.4
2026-03-10,Meta Ads - Retargeting,Meta,864,18,21.85,0,0.0,,,,0,0.4,0.55,0.05,1.56,0.44,0.28,Desktop,Canada,50.0,1520.0,25.0,3.5,8.0,120.0,400.0,0.6
2026-03-10,YouTube - Brand Awareness,YouTube,5220,116,129.53,0,0.0,,,,0,0.628,0.081,0.142,1.11,0.691,0.44,Tablet,United Kingdom,150.0,4560.0,60.0,0.5,25.0,30.0,80.0,0.15
2026-03-10,YouTube - Brand Awareness,YouTube,591,12,20.16,0,0.0,free advertising tutorial youtube,marketing tutorial,broad,0,0.628,0.081,0.142,1.92,0.691,0.44,Tablet,United Kingdom,150.0,4560.0,60.0,0.5,25.0,30.0,80.0,0.15
2026-03-10,YouTube - Brand Awareness,YouTube,517,39,14.87,0,0.0,cheap keyword planner software download,keyword planner,broad,0,0.628,0.081,0.142,1.38,0.691,0.44,Tablet,United States,150.0,4560.0,60.0,0.5,25.0,30.0,80.0,0.15
2026-03-10,YouTube - Brand Awareness,YouTube,524,20,31.06,0,0.0,marketing jobs salary definition,jobs,broad,0,0.628,0.081,0.142,3.46,0.691,0.44,Mobile,Germany,150.0,4560.0,60.0,0.5,25.0,30.0,80.0,0.15
2026-03-10,YouTube - Brand Awareness,YouTube,459,16,12.44,0,0.0,how to reset google ads password,support,broad,0,0.628,0.081,0.142,3.25,0.691,0.44,Tablet,Canada,150.0,4560.0,60.0,0.5,25.0,30.0,80.0,0.15
2026-03-11,Google Search - Brand,Google Search,9956,131,386.14,14,1337.34,,,,15,0.7,0.02,0.28,3.37,0.77,0.49,Tablet,United Kingdom,150.0,4560.0,30.0,2.5,10.0,100.0,300.0,0.5
2026-03-11,Google Search - Brand,Google Search,1222,61,95.06,2,199.8,forecastiq,forecastiq,exact,2,0.7,0.02,0.28,3.24,0.77,0.49,Tablet,Canada,150.0,4560.0,30.0,2.5,10.0,100.0,300.0,0.5
2026-03-11,Google Search - Brand,Google Search,1025,45,83.28,4,368.47,forecastiq pricing,forecastiq,phrase,4,0.7,0.02,0.28,1.35,0.77,0.49,Mobile,Germany,150.0,4560.0,30.0,2.5,10.0,100.0,300.0,0.5
2026-03-11,Google Search - Brand,Google Search,1417,43,60.4,6,596.7,forecastiq software reviews,forecastiq,broad,6,0.7,0.02,0.28,1.25,0.77,0.49,Desktop,United States,150.0,4560.0,30.0,2.5,10.0,100.0,300.0,0.5
2026-03-11,Google Search - Brand,Google Search,1386,34,39.14,0,0.0,forecastiq login portal,forecastiq,phrase,0,0.7,0.02,0.28,2.64,0.77,0.49,Tablet,United Kingdom,150.0,4560.0,30.0,2.5,10.0,100.0,300.0,0.5
2026-03-11,Google Search - NonBrand,Google Search,6156,108,196.61,4,232.2,,,,4,0.55,0.103,0.092,2.39,0.605,0.385,Tablet,United States,300.0,9120.0,40.0,1.5,15.0,60.0,150.0,0.35
2026-03-11,Google Search - NonBrand,Google Search,542,31,42.35,4,253.4,paid ads forecasting tool,forecasting tool,phrase,4,0.55,0.103,0.092,3.23,0.605,0.385,Mobile,United Kingdom,300.0,9120.0,40.0,1.5,15.0,60.0,150.0,0.35
2026-03-11,Google Search - NonBrand,Google Search,537,21,26.04,3,166.51,marketing forecasting software,forecasting tool,exact,3,0.55,0.103,0.092,3.0,0.605,0.385,Mobile,United Kingdom,300.0,9120.0,40.0,1.5,15.0,60.0,150.0,0.35
2026-03-11,Google Search - NonBrand,Google Search,910,18,26.88,4,258.19,ppc budget optimization planner,budget optimization,broad,4,0.55,0.103,0.092,3.17,0.605,0.385,Tablet,United Kingdom,300.0,9120.0,40.0,1.5,15.0,60.0,150.0,0.35
2026-03-11,Google Search - NonBrand,Google Search,563,25,18.52,0,0.0,ads forecasting template excel,forecasting tool,broad,0,0.55,0.103,0.092,1.91,0.605,0.385,Desktop,Canada,300.0,9120.0,40.0,1.5,15.0,60.0,150.0,0.35
2026-03-11,Google Search - Competitors,Google Search,1920,40,117.66,2,76.26,,,,2,0.816,0.212,0.058,1.82,0.897,0.571,Desktop,United Kingdom,100.0,3040.0,50.0,0.8,20.0,40.0,100.0,0.2
2026-03-11,Google Search - Competitors,Google Search,248,13,35.95,0,0.0,semrush forecasting tool alternative,semrush,phrase,0,0.816,0.212,0.058,2.0,0.897,0.571,Desktop,Germany,100.0,3040.0,50.0,0.8,20.0,40.0,100.0,0.2
2026-03-11,Google Search - Competitors,Google Search,155,4,45.53,0,0.0,ahrefs traffic forecaster,ahrefs,broad,0,0.816,0.212,0.058,2.08,0.897,0.571,Desktop,Germany,100.0,3040.0,50.0,0.8,20.0,40.0,100.0,0.2
2026-03-11,Google Search - Competitors,Google Search,216,10,24.41,0,0.0,spyfu competitor ads budget planner,competitor template,broad,0,0.816,0.212,0.058,1.89,0.897,0.571,Desktop,Germany,100.0,3040.0,50.0,0.8,20.0,40.0,100.0,0.2
2026-03-11,Meta Ads - Prospecting,Meta,1817,79,159.08,3,234.99,,,,3,0.816,0.111,0.075,3.29,0.898,0.571,Mobile,Canada,200.0,6080.0,35.0,1.8,12.0,80.0,200.0,0.4
2026-03-11,Meta Ads - Retargeting,Meta,1426,23,61.01,2,221.76,,,,2,0.4,0.55,0.05,1.76,0.44,0.28,Mobile,Germany,50.0,1520.0,25.0,3.5,8.0,120.0,400.0,0.6
2026-03-11,YouTube - Brand Awareness,YouTube,9652,127,288.77,0,0.0,,,,0,0.884,0.19,0.181,1.4,0.973,0.619,Mobile,United States,150.0,4560.0,60.0,0.5,25.0,30.0,80.0,0.15
2026-03-11,YouTube - Brand Awareness,YouTube,1425,61,21.95,0,0.0,free advertising tutorial youtube,marketing tutorial,broad,0,0.884,0.19,0.181,3.07,0.973,0.619,Tablet,United Kingdom,150.0,4560.0,60.0,0.5,25.0,30.0,80.0,0.15
2026-03-11,YouTube - Brand Awareness,YouTube,1386,48,17.14,0,0.0,cheap keyword planner software download,keyword planner,broad,0,0.884,0.19,0.181,2.33,0.973,0.619,Mobile,United Kingdom,150.0,4560.0,60.0,0.5,25.0,30.0,80.0,0.15
2026-03-11,YouTube - Brand Awareness,YouTube,1214,60,29.86,0,0.0,marketing jobs salary definition,jobs,broad,0,0.884,0.19,0.181,1.95,0.973,0.619,Tablet,Canada,150.0,4560.0,60.0,0.5,25.0,30.0,80.0,0.15
2026-03-11,YouTube - Brand Awareness,YouTube,824,63,11.11,0,0.0,how to reset google ads password,support,broad,0,0.884,0.19,0.181,2.54,0.973,0.619,Mobile,Canada,150.0,4560.0,60.0,0.5,25.0,30.0,80.0,0.15
2026-03-12,Google Search - Brand,Google Search,4081,53,134.84,4,430.72,,,,4,0.7,0.02,0.28,2.1,0.77,0.49,Desktop,Canada,150.0,4560.0,30.0,2.5,10.0,100.0,300.0,0.5
2026-03-12,Google Search - Brand,Google Search,344,26,21.67,1,93.27,forecastiq,forecastiq,exact,1,0.7,0.02,0.28,1.9,0.77,0.49,Mobile,United States,150.0,4560.0,30.0,2.5,10.0,100.0,300.0,0.5
2026-03-12,Google Search - Brand,Google Search,439,26,27.03,1,103.69,forecastiq pricing,forecastiq,phrase,1,0.7,0.02,0.28,1.34,0.77,0.49,Mobile,United States,150.0,4560.0,30.0,2.5,10.0,100.0,300.0,0.5
2026-03-12,Google Search - Brand,Google Search,458,22,25.41,2,205.85,forecastiq software reviews,forecastiq,broad,2,0.7,0.02,0.28,3.4,0.77,0.49,Tablet,United States,150.0,4560.0,30.0,2.5,10.0,100.0,300.0,0.5
2026-03-12,Google Search - Brand,Google Search,354,16,20.41,0,0.0,forecastiq login portal,forecastiq,phrase,0,0.7,0.02,0.28,3.1,0.77,0.49,Desktop,Germany,150.0,4560.0,30.0,2.5,10.0,100.0,300.0,0.5
2026-03-12,Google Search - NonBrand,Google Search,4200,140,264.01,6,370.93,,,,6,0.558,0.056,0.167,2.39,0.614,0.391,Tablet,Germany,300.0,9120.0,40.0,1.5,15.0,60.0,150.0,0.35
2026-03-12,Google Search - NonBrand,Google Search,375,21,17.15,2,127.16,paid ads forecasting tool,forecasting tool,phrase,2,0.558,0.056,0.167,1.47,0.614,0.391,Tablet,Canada,300.0,9120.0,40.0,1.5,15.0,60.0,150.0,0.35
2026-03-12,Google Search - NonBrand,Google Search,424,22,32.34,5,317.05,marketing forecasting software,forecasting tool,exact,5,0.558,0.056,0.167,2.2,0.614,0.391,Desktop,United Kingdom,300.0,9120.0,40.0,1.5,15.0,60.0,150.0,0.35
2026-03-12,Google Search - NonBrand,Google Search,493,34,46.2,8,508.5,ppc budget optimization planner,budget optimization,broad,8,0.558,0.056,0.167,2.38,0.614,0.391,Desktop,United Kingdom,300.0,9120.0,40.0,1.5,15.0,60.0,150.0,0.35
2026-03-12,Google Search - NonBrand,Google Search,617,14,18.84,0,0.0,ads forecasting template excel,forecasting tool,broad,0,0.558,0.056,0.167,1.51,0.614,0.391,Tablet,United States,300.0,9120.0,40.0,1.5,15.0,60.0,150.0,0.35
2026-03-12,Google Search - Competitors,Google Search,2660,38,41.21,1,42.07,,,,1,0.561,0.146,0.096,1.84,0.618,0.393,Tablet,Canada,100.0,3040.0,50.0,0.8,20.0,40.0,100.0,0.2
2026-03-12,Google Search - Competitors,Google Search,312,10,35.12,0,0.0,semrush forecasting tool alternative,semrush,phrase,0,0.561,0.146,0.096,3.15,0.618,0.393,Mobile,Germany,100.0,3040.0,50.0,0.8,20.0,40.0,100.0,0.2
2026-03-12,Google Search - Competitors,Google Search,328,9,42.08,0,0.0,ahrefs traffic forecaster,ahrefs,broad,0,0.561,0.146,0.096,2.3,0.618,0.393,Desktop,United Kingdom,100.0,3040.0,50.0,0.8,20.0,40.0,100.0,0.2
2026-03-12,Google Search - Competitors,Google Search,331,7,26.27,0,0.0,spyfu competitor ads budget planner,competitor template,broad,0,0.561,0.146,0.096,1.48,0.618,0.393,Tablet,United Kingdom,100.0,3040.0,50.0,0.8,20.0,40.0,100.0,0.2
2026-03-12,Meta Ads - Prospecting,Meta,3700,100,129.63,4,304.29,,,,4,0.802,0.229,0.156,2.93,0.883,0.562,Tablet,Germany,200.0,6080.0,35.0,1.8,12.0,80.0,200.0,0.4
2026-03-12,Meta Ads - Retargeting,Meta,1404,27,39.34,1,116.71,,,,1,0.4,0.55,0.05,2.32,0.44,0.28,Mobile,Germany,50.0,1520.0,25.0,3.5,8.0,120.0,400.0,0.6
2026-03-12,YouTube - Brand Awareness,YouTube,1058,46,133.03,0,0.0,,,,0,0.716,0.145,0.054,2.09,0.788,0.501,Desktop,Canada,150.0,4560.0,60.0,0.5,25.0,30.0,80.0,0.15
2026-03-12,YouTube - Brand Awareness,YouTube,148,6,23.68,0,0.0,free advertising tutorial youtube,marketing tutorial,broad,0,0.716,0.145,0.054,2.55,0.788,0.501,Tablet,Canada,150.0,4560.0,60.0,0.5,25.0,30.0,80.0,0.15
2026-03-12,YouTube - Brand Awareness,YouTube,136,4,14.94,0,0.0,cheap keyword planner software download,keyword planner,broad,0,0.716,0.145,0.054,2.65,0.788,0.501,Tablet,United Kingdom,150.0,4560.0,60.0,0.5,25.0,30.0,80.0,0.15
2026-03-12,YouTube - Brand Awareness,YouTube,127,3,30.5,0,0.0,marketing jobs salary definition,jobs,broad,0,0.716,0.145,0.054,2.33,0.788,0.501,Mobile,United Kingdom,150.0,4560.0,60.0,0.5,25.0,30.0,80.0,0.15
2026-03-12,YouTube - Brand Awareness,YouTube,110,7,11.69,0,0.0,how to reset google ads password,support,broad,0,0.716,0.145,0.054,3.69,0.788,0.501,Tablet,Germany,150.0,4560.0,60.0,0.5,25.0,30.0,80.0,0.15
2026-03-13,Google Search - Brand,Google Search,3770,65,164.28,4,395.7,,,,4,0.7,0.02,0.28,1.19,0.77,0.49,Desktop,Germany,150.0,4560.0,30.0,2.5,10.0,100.0,300.0,0.5
2026-03-13,Google Search - Brand,Google Search,468,20,31.25,0,0.0,forecastiq,forecastiq,exact,0,0.7,0.02,0.28,1.84,0.77,0.49,Desktop,United Kingdom,150.0,4560.0,30.0,2.5,10.0,100.0,300.0,0.5
2026-03-13,Google Search - Brand,Google Search,451,18,32.91,1,90.61,forecastiq pricing,forecastiq,phrase,1,0.7,0.02,0.28,2.91,0.77,0.49,Mobile,Canada,150.0,4560.0,30.0,2.5,10.0,100.0,300.0,0.5
2026-03-13,Google Search - Brand,Google Search,365,17,25.42,2,183.65,forecastiq software reviews,forecastiq,broad,2,0.7,0.02,0.28,1.24,0.77,0.49,Tablet,United States,150.0,4560.0,30.0,2.5,10.0,100.0,300.0,0.5
2026-03-13,Google Search - Brand,Google Search,393,9,10.15,0,0.0,forecastiq login portal,forecastiq,phrase,0,0.7,0.02,0.28,1.34,0.77,0.49,Mobile,Canada,150.0,4560.0,30.0,2.5,10.0,100.0,300.0,0.5
2026-03-13,Google Search - NonBrand,Google Search,15656,206,465.85,13,857.95,,,,14,0.721,0.111,0.135,1.5,0.793,0.505,Desktop,United Kingdom,300.0,9120.0,40.0,1.5,15.0,60.0,150.0,0.35
2026-03-13,Google Search - NonBrand,Google Search,1607,76,75.17,10,621.77,paid ads forecasting tool,forecasting tool,phrase,10,0.721,0.111,0.135,2.83,0.793,0.505,Mobile,Canada,300.0,9120.0,40.0,1.5,15.0,60.0,150.0,0.35
2026-03-13,Google Search - NonBrand,Google Search,1807,87,110.56,16,961.59,marketing forecasting software,forecasting tool,exact,18,0.721,0.111,0.135,2.26,0.793,0.505,Desktop,Germany,300.0,9120.0,40.0,1.5,15.0,60.0,150.0,0.35
2026-03-13,Google Search - NonBrand,Google Search,2247,124,131.82,36,1972.74,ppc budget optimization planner,budget optimization,broad,37,0.721,0.111,0.135,1.75,0.793,0.505,Desktop,Canada,300.0,9120.0,40.0,1.5,15.0,60.0,150.0,0.35
2026-03-13,Google Search - NonBrand,Google Search,1555,106,16.79,0,0.0,ads forecasting template excel,forecasting tool,broad,0,0.721,0.111,0.135,1.42,0.793,0.505,Tablet,Canada,300.0,9120.0,40.0,1.5,15.0,60.0,150.0,0.35
2026-03-13,Google Search - Competitors,Google Search,2628,36,92.91,1,36.84,,,,1,0.705,0.223,0.104,1.6,0.775,0.493,Mobile,United States,100.0,3040.0,50.0,0.8,20.0,40.0,100.0,0.2
2026-03-13,Google Search - Competitors,Google Search,240,12,38.11,0,0.0,semrush forecasting tool alternative,semrush,phrase,0,0.705,0.223,0.104,3.7,0.775,0.493,Mobile,Canada,100.0,3040.0,50.0,0.8,20.0,40.0,100.0,0.2
2026-03-13,Google Search - Competitors,Google Search,355,26,42.96,0,0.0,ahrefs traffic forecaster,ahrefs,broad,0,0.705,0.223,0.104,3.1,0.775,0.493,Tablet,Canada,100.0,3040.0,50.0,0.8,20.0,40.0,100.0,0.2
2026-03-13,Google Search - Competitors,Google Search,245,10,24.06,0,0.0,spyfu competitor ads budget planner,competitor template,broad,0,0.705,0.223,0.104,1.93,0.775,0.493,Desktop,Canada,100.0,3040.0,50.0,0.8,20.0,40.0,100.0,0.2
2026-03-13,Meta Ads - Prospecting,Meta,4370,115,258.95,9,735.07,,,,9,0.707,0.178,0.101,2.43,0.777,0.495,Tablet,United Kingdom,200.0,6080.0,35.0,1.8,12.0,80.0,200.0,0.4
2026-03-13,Meta Ads - Retargeting,Meta,580,29,77.78,3,380.21,,,,3,0.4,0.55,0.05,3.25,0.44,0.28,Tablet,Germany,50.0,1520.0,25.0,3.5,8.0,120.0,400.0,0.6
2026-03-13,YouTube - Brand Awareness,YouTube,1452,66,101.33,0,0.0,,,,0,0.609,0.185,0.149,1.63,0.67,0.426,Tablet,Canada,150.0,4560.0,60.0,0.5,25.0,30.0,80.0,0.15
2026-03-13,YouTube - Brand Awareness,YouTube,119,4,21.92,0,0.0,free advertising tutorial youtube,marketing tutorial,broad,0,0.609,0.185,0.149,3.43,0.67,0.426,Mobile,Germany,150.0,4560.0,60.0,0.5,25.0,30.0,80.0,0.15
2026-03-13,YouTube - Brand Awareness,YouTube,215,14,15.72,0,0.0,cheap keyword planner software download,keyword planner,broad,0,0.609,0.185,0.149,2.35,0.67,0.426,Tablet,Germany,150.0,4560.0,60.0,0.5,25.0,30.0,80.0,0.15
2026-03-13,YouTube - Brand Awareness,YouTube,191,6,32.42,0,0.0,marketing jobs salary definition,jobs,broad,0,0.609,0.185,0.149,2.92,0.67,0.426,Tablet,Germany,150.0,4560.0,60.0,0.5,25.0,30.0,80.0,0.15
2026-03-13,YouTube - Brand Awareness,YouTube,141,4,12.68,0,0.0,how to reset google ads password,support,broad,0,0.609,0.185,0.149,2.08,0.67,0.426,Mobile,United States,150.0,4560.0,60.0,0.5,25.0,30.0,80.0,0.15
2026-03-14,Google Search - Brand,Google Search,1950,50,134.28,5,502.91,,,,5,0.7,0.02,0.28,2.46,0.77,0.49,Tablet,Germany,150.0,4560.0,30.0,2.5,10.0,100.0,300.0,0.5
2026-03-14,Google Search - Brand,Google Search,168,4,4.86,0,0.0,forecastiq,forecastiq,exact,0,0.7,0.02,0.28,1.63,0.77,0.49,Tablet,United States,150.0,4560.0,30.0,2.5,10.0,100.0,300.0,0.5
2026-03-14,Google Search - Brand,Google Search,192,7,10.65,0,0.0,forecastiq pricing,forecastiq,phrase,0,0.7,0.02,0.28,1.86,0.77,0.49,Tablet,Canada,150.0,4560.0,30.0,2.5,10.0,100.0,300.0,0.5
2026-03-14,Google Search - Brand,Google Search,242,5,7.03,0,0.0,forecastiq software reviews,forecastiq,broad,0,0.7,0.02,0.28,2.76,0.77,0.49,Tablet,United Kingdom,150.0,4560.0,30.0,2.5,10.0,100.0,300.0,0.5
2026-03-14,Google Search - Brand,Google Search,187,8,10.81,0,0.0,forecastiq login portal,forecastiq,phrase,0,0.7,0.02,0.28,1.86,0.77,0.49,Desktop,United States,150.0,4560.0,30.0,2.5,10.0,100.0,300.0,0.5
2026-03-14,Google Search - NonBrand,Google Search,5460,78,123.94,3,194.58,,,,3,0.571,0.175,0.122,2.58,0.628,0.4,Mobile,Germany,300.0,9120.0,40.0,1.5,15.0,60.0,150.0,0.35
2026-03-14,Google Search - NonBrand,Google Search,629,49,77.03,6,390.99,paid ads forecasting tool,forecasting tool,phrase,6,0.571,0.175,0.122,3.21,0.628,0.4,Desktop,United Kingdom,300.0,9120.0,40.0,1.5,15.0,60.0,150.0,0.35
2026-03-14,Google Search - NonBrand,Google Search,662,46,63.58,10,655.58,marketing forecasting software,forecasting tool,exact,10,0.571,0.175,0.122,2.89,0.628,0.4,Mobile,Germany,300.0,9120.0,40.0,1.5,15.0,60.0,150.0,0.35
2026-03-14,Google Search - NonBrand,Google Search,707,48,49.36,13,818.6,ppc budget optimization planner,budget optimization,broad,15,0.571,0.175,0.122,2.16,0.628,0.4,Tablet,United States,300.0,9120.0,40.0,1.5,15.0,60.0,150.0,0.35
2026-03-14,Google Search - NonBrand,Google Search,524,19,19.84,0,0.0,ads forecasting template excel,forecasting tool,broad,0,0.571,0.175,0.122,1.83,0.628,0.4,Desktop,United Kingdom,300.0,9120.0,40.0,1.5,15.0,60.0,150.0,0.35
2026-03-14,Google Search - Competitors,Google Search,2552,58,59.39,1,39.05,,,,1,0.65,0.239,0.08,3.33,0.715,0.455,Desktop,Canada,100.0,3040.0,50.0,0.8,20.0,40.0,100.0,0.2
2026-03-14,Google Search - Competitors,Google Search,328,8,35.14,0,0.0,semrush forecasting tool alternative,semrush,phrase,0,0.65,0.239,0.08,3.27,0.715,0.455,Mobile,Canada,100.0,3040.0,50.0,0.8,20.0,40.0,100.0,0.2
2026-03-14,Google Search - Competitors,Google Search,311,8,48.5,0,0.0,ahrefs traffic forecaster,ahrefs,broad,0,0.65,0.239,0.08,2.11,0.715,0.455,Mobile,United States,100.0,3040.0,50.0,0.8,20.0,40.0,100.0,0.2
2026-03-14,Google Search - Competitors,Google Search,287,18,23.89,0,0.0,spyfu competitor ads budget planner,competitor template,broad,0,0.65,0.239,0.08,1.93,0.715,0.455,Desktop,Canada,100.0,3040.0,50.0,0.8,20.0,40.0,100.0,0.2
2026-03-14,Meta Ads - Prospecting,Meta,2046,62,82.52,2,145.95,,,,2,0.7,0.099,0.188,3.02,0.77,0.49,Desktop,United Kingdom,200.0,6080.0,35.0,1.8,12.0,80.0,200.0,0.4
2026-03-14,Meta Ads - Retargeting,Meta,264,12,13.78,0,0.0,,,,0,0.4,0.55,0.05,2.66,0.44,0.28,Tablet,Germany,50.0,1520.0,25.0,3.5,8.0,120.0,400.0,0.6
2026-03-14,YouTube - Brand Awareness,YouTube,2898,42,56.55,0,0.0,,,,0,0.791,0.21,0.152,2.76,0.87,0.554,Mobile,United States,150.0,4560.0,60.0,0.5,25.0,30.0,80.0,0.15
2026-03-14,YouTube - Brand Awareness,YouTube,333,20,22.38,0,0.0,free advertising tutorial youtube,marketing tutorial,broad,0,0.791,0.21,0.152,2.12,0.87,0.554,Mobile,United States,150.0,4560.0,60.0,0.5,25.0,30.0,80.0,0.15
2026-03-14,YouTube - Brand Awareness,YouTube,275,11,15.12,0,0.0,cheap keyword planner software download,keyword planner,broad,0,0.791,0.21,0.152,1.21,0.87,0.554,Desktop,Germany,150.0,4560.0,60.0,0.5,25.0,30.0,80.0,0.15
